2014-10-1,82.37908978363282
2014-10-2,65.54193683594487
2014-10-3,64.21341176559892
2014-10-6,89.37081192309813
2014-10-7,81.43666396064023
2014-10-8,74.50886949855023
2014-10-9,69.09622986791764
2014-10-10,70.81424168211979
2014-10-14,69.50439449616019
2014-10-15,94.05748117440052
2014-10-16,78.99747474269896
2014-10-17,78.6844619672024
2014-10-20,83.27773815400194
2014-10-21,86.26034736117472
2014-10-22,94.31135924811286
2014-10-23,88.89871961748028
2014-10-24,89.60121913683307
2014-10-27,86.32427503855004
2014-10-28,89.05300617201047
2014-10-29,83.90235822590685
2014-10-30,76.45869400557554
2014-10-31,89.34734106312072
2014-11-4,89.56076231943517
2014-11-5,93.04196887955115
2014-11-6,77.47420630042491
2014-11-7,86.04692610486029
2014-11-10,90.13244614423516
2014-11-11,100.22364141535351
2014-11-12,97.10401805894861
2014-11-13,76.7125720792879
2014-11-14,96.96368327449096
2014-11-17,107.6500332303867
2014-11-18,96.66934838338072
2014-11-19,95.8346276903869
2014-11-20,99.56159871339861
2014-11-21,99.24858593790204
2014-11-25,108.60161784786077
2014-11-26,110.30567789199037
2014-11-27,87.88320732263091
2014-11-28,98.23307364305268
